symbol,shortName,longName,longBusinessSummary,totalRevenue,beta,overallRisk,price_history,catholic_values,esg_score,env_score,gov_score,soc_score,strongest_principle,weakest_principle,vice_products,ethical_concerns,military_involvement,health_impact
APD,"Air Products and Chemicals, Inc","Air Products and Chemicals, Inc.","Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related services in the Americas, Asia, Europe, the Middle East, India, and internationally. The company produces atmospheric gases, including oxygen, nitrogen, and argon; process gases, such as hydrogen, helium, carbon dioxide, carbon monoxide, and syngas; and specialty gases for customers in various industries, including refining, chemical, manufacturing, electronics, energy production, medical, food, and metals. It also designs and manufactures equipment for air separation, hydrocarbon recovery and purification, natural gas liquefaction, and liquid helium and liquid hydrogen transport and storage. The company was founded in 1940 and is headquartered in Allentown, Pennsylvania.",12422700032,0.861,7,"{'Close': {0: 260.1400146484375, 1: 260.0299987792969, 2: 260.6400146484375, 3: 260.92999267578125, 4: 263.239990234375, 5: 257.1600036621094, 6: 263.6499938964844, 7: 261.8999938964844, 8: 261.1300048828125, 9: 259.2799987792969, 10: 255.7100067138672, 11: 259.55999755859375, 12: 258.1700134277344, 13: 218.02000427246094, 14: 218.0500030517578, 15: 215.3800048828125, 16: 219.91000366210938, 17: 219.83999633789062, 18: 222.58999633789062, 19: 217.61000061035156, 20: 217.00999450683594, 21: 226.9499969482422, 22: 226.85000610351562}}",No,74.0,69.0,78.0,77.0,governanceScore,environmentScore,,,,
ABNB,"Airbnb, Inc.","Airbnb, Inc.","Airbnb, Inc., together with its subsidiaries, operates a platform that enables hosts to offer stays and experiences to guests worldwide. The company's marketplace connects hosts and guests online or through mobile devices to book spaces and experiences. It primarily offers private rooms, primary homes, and vacation homes. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",9916999680,1.237,10,"{'Close': {0: 134.97999572753906, 1: 137.0399932861328, 2: 139.92999267578125, 3: 142.00999450683594, 4: 142.3000030517578, 5: 141.19000244140625, 6: 142.11000061035156, 7: 149.6199951171875, 8: 152.6999969482422, 9: 149.44000244140625, 10: 144.13999938964844, 11: 146.49000549316406, 12: 146.5500030517578, 13: 144.77999877929688, 14: 144.52999877929688, 15: 147.5500030517578, 16: 150.5399932861328, 17: 147.59500122070312, 18: 153.8000030517578, 19: 150.82000732421875, 20: 148.1999969482422, 21: 157.69000244140625, 22: 152.50999450683594}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","Akamai Technologies, Inc. provides cloud services for securing, delivering, and computing content, applications, and software over the internet in the United States and internationally. The company offers cloud solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and cloud computing services, such as compute, storage, networking, database, and container management services to build, deploy, and secure applications and workloads. In addition, the company offers carrier offerings, including cybersecurity protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. The company was incorporated in 1998 and is headquartered in Cambridge, Massachusetts.",3811919872,0.763,6,"{'Close': {0: 117.70999908447266, 1: 119.33000183105469, 2: 120.3499984741211, 3: 121.88999938964844, 4: 123.2300033569336, 5: 123.76000213623047, 6: 123.66000366210938, 7: 123.05999755859375, 8: 124.52999877929688, 9: 124.66000366210938, 10: 123.2300033569336, 11: 124.04000091552734, 12: 124.41000366210938, 13: 124.61000061035156, 14: 124.4800033569336, 15: 125.56999969482422, 16: 126.77999877929688, 17: 128.32000732421875, 18: 128.14999389648438, 19: 125.05000305175781, 20: 114.80000305175781, 21: 111.56999969482422, 22: 109.19000244140625}}",No,56.0,60.0,65.0,49.0,governanceScore,socialScore,,,,
ALB,Albemarle Corporation,Albemarle Corporation,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide. It operates through three segments: Energy Storage, Specialties and Ketjen. The Energy Storage segment offers lithium compounds, including lithium carbonate, lithium hydroxide, and lithium chloride; technical services for the handling and use of reactive lithium products; and lithium-containing by-products recycling services. The Specialties segment provides bromine-based specialty chemicals, including elemental bromine, alkyl and inorganic bromides, brominated powdered activated carbon, and other bromine fine chemicals; lithium specialties, such as butyllithium and lithium aluminum hydride; develops and manufactures cesium products for the chemical and pharmaceutical industries; and zirconium, barium, and titanium products for pyrotechnical applications that include airbag initiators. The Ketjen segment offers clean fuels technologies (CFT), which is composed of hydroprocessing catalysts (HPC) together with isomerization and akylation catalysts; fluidized catalytic cracking (FCC) catalysts and additives; and performance catalyst solutions (PCS), which is composed of organometallics and curatives. The company serves the energy storage, petroleum refining, consumer electronics, construction, automotive, lubricants, pharmaceuticals, and crop protection markets. Albemarle Corporation was founded in 1887 and is headquartered in Charlotte, North Carolina.",9617203200,1.606,6,"{'Close': {0: 120.69999694824219, 1: 117.98999786376953, 2: 115.12999725341797, 3: 120.75, 4: 122.58999633789062, 5: 121.69000244140625, 6: 118.44999694824219, 7: 119.83999633789062, 8: 123.19999694824219, 9: 120.30999755859375, 10: 114.73999786376953, 11: 116.77999877929688, 12: 114.25, 13: 108.7300033569336, 14: 113.0199966430664, 15: 115.05000305175781, 16: 114.33000183105469, 17: 115.77999877929688, 18: 120.08999633789062, 19: 112.19999694824219, 20: 114.38999938964844, 21: 117.5, 22: 122.58999633789062}}",No,68.0,57.0,81.0,71.0,governanceScore,environmentScore,,,,
ARE,Alexandria Real Estate Equities,"Alexandria Real Estate Equities, Inc.","Alexandria Real Estate Equities, Inc. (NYSE: ARE), an S&P 500 company, is a best-in-class, mission-driven life science REIT making a positive and lasting impact on the world. As the pioneer of the life science real estate niche since our founding in 1994, Alexandria is the preeminent and longest-tenured owner, operator, and developer of collaborative life science, agtech, and advanced technology mega campuses in AAA innovation cluster locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a total market capitalization of $33.1 billion and an asset base in North America of 73.5 million SF as of December 31, 2023, which includes 42.0 million RSF of operating properties, 5.5 million RSF of Class A/A+ properties undergoing construction and one near-term project expected to commence construction in the next two years, 2.1 million RSF of priority anticipated development and redevelopment projects, and 23.9 million SF of future development projects. Alexandria has a longstanding and proven track record of developing Class A/A+ properties clustered in life science, agtech, and advanced technology mega campuses that provide our innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. Alexandria also provides strategic capital to transformative life science, agrifoodtech, climate innovation, and technology companies through our venture capital platform. We believe our unique business model and diligent underwriting ensure a high-quality and diverse tenant base that results in higher occupancy levels, longer lease terms, higher rental income, higher returns, and greater long-term asset value.",2886679040,1.067,9,"{'Close': {0: 123.19000244140625, 1: 121.95999908447266, 2: 123.3499984741211, 3: 123.41000366210938, 4: 121.98999786376953, 5: 120.7699966430664, 6: 123.41999816894531, 7: 124.3499984741211, 8: 126.44000244140625, 9: 121.19999694824219, 10: 120.9000015258789, 11: 122.47000122070312, 12: 121.45999908447266, 13: 118.01000213623047, 14: 117.62999725341797, 15: 117.22000122070312, 16: 117.9000015258789, 17: 116.19999694824219, 18: 117.94999694824219, 19: 112.7699966430664, 20: 113.33999633789062, 21: 119.37999725341797, 22: 119.27999877929688}}",No,61.0,65.0,60.0,55.0,environmentScore,socialScore,,,,
ALGN,"Align Technology, Inc.","Align Technology, Inc.","Align Technology, Inc. designs, manufactures, and markets Invisalign clear aligners, and iTero intraoral scanners and services for orthodontists and general practitioner dentists in the United States, Switzerland, China, and internationally. It operates in two segments, Clear Aligner; and Imaging Systems and CAD/CAM Services (Systems and Services). The Clear Aligner segment offers comprehensive products, including Invisalign comprehensive package that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign moderate, lite and express packages, and Invisalign go and Invisalign Go Plus; and non-case products that include retention products, Invisalign training, and adjusting tools used by dental professionals during the course of treatment. The Systems and Services segment offers iTero intraoral scanning system, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers. This segment also provides Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan, as well as subscription software, disposables, rentals, leases, and pay per scan services Align Technology, Inc. was incorporated in 1997 and is headquartered in Tempe, Arizona.",3862259968,1.64,8,"{'Close': {0: 259.55999755859375, 1: 264.510009765625, 2: 266.3399963378906, 3: 271.6099853515625, 4: 266.42999267578125, 5: 257.07000732421875, 6: 262.1099853515625, 7: 264.2799987792969, 8: 270.3900146484375, 9: 264.739990234375, 10: 267.32000732421875, 11: 273.3800048828125, 12: 273.8999938964844, 13: 275.5799865722656, 14: 288.44000244140625, 15: 284.7300109863281, 16: 295.0, 17: 296.3699951171875, 18: 302.44000244140625, 19: 292.32000732421875, 20: 302.75, 21: 309.7699890136719, 22: 308.7699890136719}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
ALLE,Allegion plc,Allegion plc,"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers door controls and systems and exit devices; locks, locksets, portable locks, and key systems and services; electronic security products and access control systems; time, attendance, and workforce productivity systems; doors, accessories, and other. It also provides services and software, which includes inspection, maintenance, and repair services for its automatic entrance solutions; and software as a service, including access control, IoT integration, and workforce management solutions, as well as aftermarket services, design and installation offerings, and locksmith services. The company sells its products and solutions to end-users in commercial, institutional, and residential facilities, including education, healthcare, government, hospitality, commercial office, and single and multi-family residential markets under the CISA, Interflex, LCN, Schlage, SimonsVoss, and Von Duprin brands. It sells its products and solutions through distribution and retail channels, such as specialty distribution, e-commerce, and wholesalers, as well as through various retail channels comprising do-it-yourself home improvement centers, on-line and e-commerce platforms, and small specialty showroom outlets. Allegion plc was incorporated in 2013 and is headquartered in Dublin, Ireland.",3614899968,1.148,7,"{'Close': {0: 118.72000122070312, 1: 121.16999816894531, 2: 122.19000244140625, 3: 125.38999938964844, 4: 124.33000183105469, 5: 122.93000030517578, 6: 125.76000213623047, 7: 124.87000274658203, 8: 126.86000061035156, 9: 126.19000244140625, 10: 123.88999938964844, 11: 127.2300033569336, 12: 127.62999725341797, 13: 125.76000213623047, 14: 126.02999877929688, 15: 126.94000244140625, 16: 130.52000427246094, 17: 131.91000366210938, 18: 133.57000732421875, 19: 129.58999633789062, 20: 131.17999267578125, 21: 133.30999755859375, 22: 132.4199981689453}}",No,50.0,41.0,62.0,50.0,governanceScore,environmentScore,,,,
LNT,Alliant Energy Corporation,Alliant Energy Corporation,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services. It operates through three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other. The company, through its subsidiary, Interstate Power and Light Company (IPL), primarily generates and distributes electricity, and distributes and transports natural gas to retail customers in Iowa; sells electricity to wholesale customers in Minnesota, Illinois, and Iowa; and generates and distributes steam in Cedar Rapids, Iowa. Alliant Energy Corporation, through its other subsidiary, Wisconsin Power and Light Company (WPL), generates and distributes electricity, and distributes and transports natural gas to retail customers in Wisconsin; and sells electricity to wholesale customers in Wisconsin. It serves retail customers in the farming, agriculture, industrial manufacturing, chemical, and packaging and food industries. In addition, the company owns and operates a short-line rail freight service in Iowa; a barge, rail, and truck freight terminal on the Mississippi River; and a rail-served warehouse in Iowa, as well as offers freight brokerage services. Further, it holds interests in a natural gas-fired electric generating unit near Sheboygan Falls, Wisconsin; and a wind farm located in Oklahoma. Alliant Energy Corporation was incorporated in 1981 and is headquartered in Madison, Wisconsin.",4027000064,0.546,3,"{'Close': {0: 49.05658721923828, 1: 48.57136535644531, 2: 48.393123626708984, 3: 47.987125396728516, 4: 48.29410171508789, 5: 47.67024612426758, 6: 48.274295806884766, 7: 48.37331771850586, 8: 48.709999084472656, 9: 48.880001068115234, 10: 48.65999984741211, 11: 49.84000015258789, 12: 48.79999923706055, 13: 47.61000061035156, 14: 47.7599983215332, 15: 47.779998779296875, 16: 47.47999954223633, 17: 47.93000030517578, 18: 48.459999084472656, 19: 47.56999969482422, 20: 47.630001068115234, 21: 48.400001525878906, 22: 48.349998474121094}}",No,62.0,51.0,73.0,68.0,governanceScore,environmentScore,,,,
ALL,Allstate Corporation (The),The Allstate Corporation,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection; Protection Services; Allstate Health and Benefits; and Run-off Property-Liability segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; other personal lines products; and commercial lines products under the Allstate and Encompass brand names. The Protection Services segment provides consumer product protection plans and related technical support for mobile phones, consumer electronics, furniture, and appliances; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paint and fabric protection; towing, jump-start, lockout, fuel delivery, and tire change services; device and mobile data collection services; data and analytic solutions using automotive telematics information; and identity protection services. This segment offers its products under various brands, including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside, Arity, Avail, and Allstate Identity Protection. The Allstate Health and Benefits segment provides life, accident, critical illness, short-term disability, and other health insurance products; stop-loss and fully insured group health products to employers; and short-term medical and medicare supplement insurance to individuals. The Run-off Property-Liability segment offers property and casualty insurance. It sells its products through agents, independent agents, call centers, retailers, voluntary benefits brokers, strategic partners, financial specialists, wholesale partners, and affinity groups, as well as through online and mobile applications. The company was founded in 1931 and is headquartered in Northbrook, Illinois.",57089998848,0.516,2,"{'Close': {0: 152.5500030517578, 1: 152.9199981689453, 2: 154.8800048828125, 3: 155.38999938964844, 4: 154.11000061035156, 5: 157.4199981689453, 6: 159.05999755859375, 7: 158.3699951171875, 8: 156.05999755859375, 9: 156.49000549316406, 10: 155.25, 11: 156.19000244140625, 12: 157.3699951171875, 13: 156.8300018310547, 14: 157.35000610351562, 15: 158.60000610351562, 16: 161.75, 17: 160.02999877929688, 18: 159.32000732421875, 19: 158.5800018310547, 20: 161.38999938964844, 21: 161.88999938964844, 22: 161.77999877929688}}",No,59.0,59.0,53.0,64.0,socialScore,governanceScore,,,,
GOOGL,Alphabet Inc.,Alphabet Inc.,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play and YouTube; and devices, as well as in the provision of YouTube consumer subscription services. The Google Cloud segment offers infrastructure, cybersecurity, databases, analytics, AI, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells healthcare-related and internet services. The company was incorporated in 1998 and is headquartered in Mountain View, California.",307393986560,1.058,10,"{'Close': {0: 141.47000122070312, 1: 143.47999572753906, 2: 146.3800048828125, 3: 145.99000549316406, 4: 147.0399932861328, 5: 148.6999969482422, 6: 151.8699951171875, 7: 152.19000244140625, 8: 153.50999450683594, 9: 151.4600067138672, 10: 140.10000610351562, 11: 141.16000366210938, 12: 142.3800048828125, 13: 143.67999267578125, 14: 144.10000610351562, 15: 145.5399932861328, 16: 145.91000366210938, 17: 149.0, 18: 147.52999877929688, 19: 145.13999938964844, 20: 145.94000244140625, 21: 142.77000427246094, 22: 140.52000427246094}}",No,59.0,74.0,53.0,52.0,environmentScore,socialScore,,,,
GOOG,Alphabet Inc.,Alphabet Inc.,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play and YouTube; and devices, as well as in the provision of YouTube consumer subscription services. The Google Cloud segment offers infrastructure, cybersecurity, databases, analytics, AI, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells healthcare-related and internet services. The company was incorporated in 1998 and is headquartered in Mountain View, California.",307393986560,1.058,10,"{'Close': {0: 142.88999938964844, 1: 144.99000549316406, 2: 147.97000122070312, 3: 147.7100067138672, 4: 148.67999267578125, 5: 150.35000610351562, 6: 153.63999938964844, 7: 153.7899932861328, 8: 154.83999633789062, 9: 153.0500030517578, 10: 141.8000030517578, 11: 142.7100067138672, 12: 143.5399932861328, 13: 144.92999267578125, 14: 145.41000366210938, 15: 146.67999267578125, 16: 147.22000122070312, 17: 150.22000122070312, 18: 148.72999572753906, 19: 146.3699951171875, 20: 147.13999938964844, 21: 143.94000244140625, 22: 141.75999450683594}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
